,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy
327,Pogrzebani,Warszawa,SHOW ESCAPE,1-2 osoby,60 minut,Thriller,eksperci,73 opinie,Polska: 328. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.8,8.9,9.3,Bardzo trudny
328,Mroczna Puszcza,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Thriller,doświadczony,57 opinii,Polska: 329. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,7.9,8.3,9.9,Bardzo trudny
329,Ucieczka z Czarnej Perły,Bielsko-Biała,Escape House,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,64 opinie,Polska: 330. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,7.4,9.8,7.9,Średni
330,ShowShank,Warszawa,SHOW ESCAPE,2-10 osób,60 minut,Kryminalny,śr. zaawansowani,88 opinii,Polska: 331. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7.9,8.8,8.7,Średni
331,Sekret Przedzamcza,Leśna,Zamek Czocha,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,4 opinie,Polska: 332. miejsce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,8.7,10,8.5,Średni
332,Łódź Podwodna,Katowice,Quest Cage,2-4 osoby,60 minut,Fabularny,doświadczony,195 opinii,Polska: 333. miejsce,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,8.0,9.4,8.6,Trudny
333,Pułapka Szeryfa,Gdańsk,Escape Gdańsk,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,35 opinii,Polska: 334. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,9.9,8.5,Średni
334,Tajemnica Faraona,Krynica,Escape Room Krynica,2-6 osób,60 minut,Przygodowy,początkujący,10 opinii,Polska: 335. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.2,9.8,9.8,Średni
335,Zbrodnia w domu leśniczego,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,27 opinii,Polska: 336. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,8.2,9.7,8.7,Średni
336,Misja specjalna,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Kryminalny,doświadczony,77 opinii,Polska: 337. miejsce,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,6.4,9.8,8.7,Trudny
337,Napad na bank - Dziki Zachód,Olsztyn,iESCAPE Olsztyn,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,2 opinie,Polska: 338. miejsce,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,10,10,10,Trudny
338,Cyberdżungla,Warszawa,Quest Hunt - Escape Room,2-5 osób,60 minut,Fantasy,śr. zaawansowani,15 opinii,Polska: 340. miejsce,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,7.8,9.7,8,Średni
339,Das Motel,Kraków,LOST BAR,4-10 osób,70 minut,Thriller,doświadczony,63 opinie,Polska: 339. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,8,8.1,Trudny
340,Wyspa odkrywców,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Przygodowy,początkujący,74 opinie,Polska: 341. miejsce,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,9.0,10,9.3,Średni
341,Serce Grozy,Bielsko-Biała,Escape House,2-4 osoby,60 minut,Thriller,doświadczony,14 opinii,Polska: 343. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,8.2,10,9.8,Bardzo trudny
342,Tajemnicza Posiadłość,Bielsko-Biała,Escape House,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,78 opinii,Polska: 342. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.3,8.5,7.9,Średni
344,Redrum,Łódź,ExitRoom ™,2-5 osób,60 minut,Thriller,śr. zaawansowani,135 opinii,Polska: 344. miejsce,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,7.7,9.6,8.5,Trudny
345,Lunapark 2,Toruń,OPEN THE DOOR,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,11 opinii,Polska: 345. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,8.2,10,8.8,Średni
346,Schron bankowy,Wrocław,Piwnica Quest,2-5 osób,60 minut,Kryminalny,początkujący,242 opinie,Polska: 346. miejsce,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,7.3,9.2,7.8,Średni
347,Eksperyment,Radomsko,Zagadkowo,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,18 opinii,Polska: 347. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8,10,8.1,Trudny
348,Opuszczony Teatr Lalek,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Thriller,początkujący,237 opinii,Polska: 348. miejsce,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,6.6,8.7,9,Trudny
349,Reaktor,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Thriller,doświadczony,54 opinie,Polska: 349. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.5,9.8,8.5,Trudny
350,Baza Agenta SB,Żory,Open The Lock,2-5 osób,60 minut,Fabularny,początkujący,24 opinie,Polska: 350. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,7.8,8.4,8.1,Trudny
351,Halloween,Nowy Sącz,The Locked Room,2-4 osoby,60 minut,Horror,doświadczony,24 opinie,Polska: 351. miejsce,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,8.4,9.8,8.1,Średni
352,Czarnobyl - reaktor nr 4,Poznań,Malta Escape Room,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,21 opinii,Polska: 352. miejsce,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,7.9,8.9,8.7,Średni
353,Cube,Krynica,Escape Room Krynica,2-6 osób,60 minut,Abstrakcyjny,początkujący,16 opinii,Polska: 353. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7.5,9.8,9.1,Średni
354,Tupolew,Kraków,ExitRoom ™,2-4 osoby,60 minut,Akcja,śr. zaawansowani,36 opinii,Polska: 354. miejsce,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,7.3,8.6,9.3,Średni
355,Anatomia Zbrodni 2,Kraków,Gamescape Kraków,2-7 osób,65 minut,Thriller,śr. zaawansowani,32 opinie,Polska: 358. miejsce,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,7.1,7.8,8,Trudny
356,Prison Break,Kraków,ExitRoom ™,2-5 osób,60 minut,Fabularny,doświadczony,43 opinie,Polska: 355. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,7.3,8.3,7.7,Średni
357,Zmieniając rzeczywistość,Warszawa,Zagadkownia,2-6 osób,60 minut,Abstrakcyjny,początkujący,222 opinie,Polska: 356. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,6.7,8.8,6.5,Średni
358,Zbrodnia,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Kryminalny,początkujący,59 opinii,Polska: 357. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.7,9.8,8.2,Średni
359,Seksmisja,Kraków,ExitRoom ™,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,29 opinii,Polska: 359. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,6.9,9.1,7.1,Średni
360,Sekretny gabinet Al'a Capone,Kraków,SCARY HOSTEL KRAKÓW,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,112 opinii,Polska: 360. miejsce,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,7.6,9.2,8.5,Średni
361,Sherlock Holmes,Lublin,LetMeOut,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,5 opinii,Polska: 361. miejsce,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,8.2,8.8,9.2,Średni
362,Piraci,Wrocław,Trapped,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,142 opinie,Polska: 362. miejsce,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,7.8,9.5,8.5,Średni
363,Orion 53 - Space Challenge,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Przygodowy,doświadczony,16 opinii,Polska: 363. miejsce,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,8.8,9.6,9.7,Trudny
364,Pokój Zagadka,Warszawa,Dom Zagadek,2-8 osób,60 minut,Abstrakcyjny,początkujący,59 opinii,Polska: 364. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.5,9.3,8,Średni
365,Killer,Kraków,ExitRoom ™,2-5 osób,60 minut,Kryminalny,początkujący,22 opinie,Polska: 366. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.1,9.7,8,Średni
366,Zakład Karny,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,na pierwszy raz,13 opinii,Polska: 365. miejsce,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,8.3,9.2,8.3,Średni
367,Pokój agenta Snow,Gdynia,WALKOUT,2-6 osób,60 minut,Kryminalny,początkujący,119 opinii,Polska: 367. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,7.4,7.7,8.1,Średni
368,Klątwa Faraona,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,21 opinii,Polska: 368. miejsce,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7.8,8.5,8.8,Średni
369,Espace Room,Jelenia Góra,King of the Lock,2-6 osób,75 minut,Przygodowy,śr. zaawansowani,4 opinie,Polska: 369. miejsce,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,8.8,10,8.9,Trudny
370,Psychiatryk,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,35 opinii,Polska: 370. miejsce,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,6.4,7.2,9.1,Średni
371,Świątynia Majów,Nowy Sącz,The Locked Room,2-5 osób,60 minut,Przygodowy,początkujący,31 opinii,Polska: 371. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,7.1,9.2,7.8,Średni
372,Chata Wiedźmy,Rzeszów,WydostanSie Escape Rooms,2-6 osób,60 minut,Fantasy,początkujący,44 opinie,Polska: 372. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,5.7,9,5.9,Średni
373,Tajemnicza Dżungla,Wrocław,Dom Zagadek Exitus,2-6 osób,45 minut,Dla dzieci,początkujący,3 opinie,Polska: 373. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10,10,10,Łatwy
374,Amber Gold,Kraków,ExitRoom ™,2-5 osób,60 minut,Kryminalny,początkujący,15 opinii,Polska: 374. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6.8,9,6.4,Średni
375,James Bond,Kraków,ExitRoom ™,2-5 osób,60 minut,Kryminalny,doświadczony,26 opinii,Polska: 375. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,5.7,8.1,4.9,Średni
376,Serce Roztocza,Zamość,Escape Room Zamość,2-6 osób,80 minut,Przygodowy,doświadczony,4 opinie,Polska: 376. miejsce,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,9.3,10,9.5,Średni
377,Polana,Warszawa,Dom Zagadek,2-6 osób,60 minut,Przygodowy,na pierwszy raz,26 opinii,Polska: 377. miejsce,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.1,8.7,7.9,Średni
378,Psychoterapia,Kraków,LOST BAR,2-6 osób,70 minut,Fabularny,początkujący,16 opinii,Polska: 378. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.6,4.1,3.3,Średni
379,Militarny Kryzys,Zamość,Escape Room Zamość,2-6 osób,80 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 379. miejsce,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,7.1,7.3,8.3,Trudny
380,Projekt Z.E.U.S.,Bielsko-Biała,Konsorcjum Czasu,1-6 osób,75 minut,Przygodowy,śr. zaawansowani,6 opinii,Polska: 380. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,8.8,10,10,Średni
381,Saloon,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,20 opinii,Polska: 381. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.4,8.7,7.4,Średni
382,Misja A.V.A.T.A.R,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 382. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7.7,9.3,6.8,Średni
383,Rytuał,Kielce,Unlock the door,2-4 osoby,50 minut,Thriller,początkujący,2 opinie,Polska: 383. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,10,Średni
384,Poza Światem,Warszawa,Dom Zagadek,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,34 opinie,Polska: 384. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,6.9,8.6,7.7,Średni
385,Czarna Perła,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Przygodowy,na pierwszy raz,21 opinii,Polska: 385. miejsce,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,6.9,4.9,7.6,Średni
386,P@ssWord,Warszawa,Dom Zagadek,2-6 osób,60 minut,Abstrakcyjny,początkujący,16 opinii,Polska: 386. miejsce,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.1,9.2,7.7,Średni
387,Klątwa Tutenchamona,Warszawa,Zagadkownia,2-6 osób,60 minut,Przygodowy,doświadczony,192 opinie,Polska: 387. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,7.0,9.2,7.5,Trudny
388,Gra Miejska - Illuminati,Poznań,Escapelandia,2-6 osób,180 minut,Fabularny,początkujący,6 opinii,Polska: 388. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8.0,10,8.7,Średni
389,Ostatnia cela,Słupsk,TrapRooms,2-8 osób,60 minut,Kryminalny,śr. zaawansowani,39 opinii,Polska: 389. miejsce,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,7.4,9.3,7.5,Średni
390,Guantanamo,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Kryminalny,doświadczony,18 opinii,Polska: 390. miejsce,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.2,5.9,7.6,Średni
391,Agent FBI,Warszawa,SHOW ESCAPE,2-4 osoby,60 minut,Kryminalny,doświadczony,7 opinii,Polska: 391. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,10,6.7,Bardzo trudny
392,Piaski Pustyni,Konin,Next Level,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,3 opinie,Polska: 393. miejsce,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,8.6,9.9,9.4,Średni
393,Leśne Trolle,Szczecin,Warsztatownia,2-6 osób,60 minut,Przygodowy,początkujący,8 opinii,Polska: 392. miejsce,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,9.2,6.6,10,Łatwy
394,Przygody Indiana Jones,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,3-7 osób,60 minut,Przygodowy,śr. zaawansowani,7 opinii,Polska: 395. miejsce,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.8,9.4,7,Trudny
395,Skarby Majów,Poznań,Key To Be Free,2-8 osób,60 minut,Przygodowy,początkujący,106 opinii,Polska: 394. miejsce,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,6.7,9.7,6.4,Średni
396,Opuszczona Piwnica,Gorzów Wielkopolski,Open The Lock,2-4 osoby,60 minut,Thriller,śr. zaawansowani,14 opinii,Polska: 396. miejsce,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,7.7,5.7,7.6,Średni
397,Kryptonim Dżungla,Opole,Escape Room Chata Zagadek,2-5 osób,60 minut,Przygodowy,na pierwszy raz,7 opinii,Polska: 397. miejsce,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,7.3,9.5,8.4,Średni
398,Zielona Mila,Warszawa,SHOW ESCAPE,2-12 osób,60 minut,Przygodowy,doświadczony,9 opinii,Polska: 398. miejsce,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,7.7,9.6,9,Średni
399,Redrum,Żory,Open The Lock,2-5 osób,60 minut,Horror,śr. zaawansowani,29 opinii,Polska: 399. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,6.3,6,7.5,Trudny
400,Łowca Umysłów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Thriller,śr. zaawansowani,6 opinii,Polska: 400. miejsce,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8.4,8.8,8.2,Trudny
401,Wolfenstein,Kraków,ExitRoom ™,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,60 opinii,Polska: 401. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,7.0,9.9,8.9,Średni
402,Mikołajowa Misja,Wisła,Zamek Zagadek,2-6 osób,60 minut,Przygodowy,na pierwszy raz,7 opinii,Polska: 402. miejsce,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8.3,9.3,9.7,Średni
403,Apartament,Łódź,Alfa Fun,2-4 osoby,60 minut,Przygodowy,początkujący,18 opinii,Polska: 403. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,7.3,9.6,7.8,Średni
404,Krypta wampira,Warszawa,Zagadkownia,2-5 osób,60 minut,Thriller,śr. zaawansowani,201 opinii,Polska: 404. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,5.4,7.2,6.6,Średni
405,S.O.S.,Iława,Open The Lock,2-5 osób,60 minut,Przygodowy,początkujący,6 opinii,Polska: 405. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,8.8,10,9.1,Średni
406,Rozbitkowie w dżungli,Warszawa,Zagadkownia,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,101 opinii,Polska: 406. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,6.2,8,7,Średni
407,Chory Lekarz,Zamość,Escape Room Zamość,2-6 osób,60 minut,Thriller,początkujący,2 opinie,Polska: 408. miejsce,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,10,10,10,Średni
408,Bezludna Wyspa,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,9 opinii,Polska: 407. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6.0,5.5,8.3,Średni
409,Śmierć muzealnika,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Kryminalny,doświadczony,7 opinii,Polska: 409. miejsce,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,9.6,10,9.4,Trudny
410,Laboratorium Frankensteina,Lublin,LetMeOut,2-6 osób,60 minut,Przygodowy,początkujący,5 opinii,Polska: 410. miejsce,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.4,9,7.2,Średni
